Dates,Category,DayOfWeek,PdDistrict,Address,X,Y
2015-05-03 12:00:00,LARCENY/THEFT,Sunday,CENTRAL,CHESTNUT ST / LEAVENWORTH ST,-122.4181535134,37.8031360313
2015-05-03 11:50:00,NON-CRIMINAL,Sunday,NORTHERN,POLK ST / AUSTIN ST,-122.4204024637,37.7891643768
2015-05-03 11:45:00,ASSAULT,Sunday,TARAVAL,2200 Block of 37TH AV,-122.4952422195,37.7449772077
2015-05-03 11:45:00,ASSAULT,Sunday,TARAVAL,2200 Block of 37TH AV,-122.4952422195,37.7449772077
2015-05-03 11:45:00,LARCENY/THEFT,Sunday,CENTRAL,LOMBARD ST / HYDE ST,-122.4196161097,37.8019942438
2015-05-03 11:30:00,BURGLARY,Sunday,CENTRAL,700 Block of SANSOME ST,-122.4020435576,37.7971874633
2015-05-03 11:30:00,ROBBERY,Sunday,TENDERLOIN,TURK ST / JONES ST,-122.4124142636,37.7830037965
2015-05-03 11:30:00,LARCENY/THEFT,Sunday,MISSION,SHOTWELL ST / 18TH ST,-122.4160784239,37.7620347867
2015-05-03 11:22:00,TRESPASS,Sunday,CENTRAL,600 Block of GREEN ST,-122.4098350571,37.7993401835
2015-05-03 11:00:00,BURGLARY,Sunday,CENTRAL,1000 Block of MASON ST,-122.4110454577,37.7932951104
2015-05-03 11:00:00,ASSAULT,Sunday,CENTRAL,1000 Block of MASON ST,-122.4110454577,37.7932951104
2015-05-03 11:00:00,LARCENY/THEFT,Sunday,NORTHERN,1500 Block of VANNESS AV,-122.4220627303,37.7899200015
2015-05-03 11:00:00,ASSAULT,Sunday,CENTRAL,1000 Block of MASON ST,-122.4110454577,37.7932951104
2015-05-03 11:00:00,LARCENY/THEFT,Sunday,PARK,MARTIN LUTHER KING JR DR / KEZAR DR,-122.4586387586,37.7671999403
2015-05-03 11:00:00,LARCENY/THEFT,Sunday,RICHMOND,EUCLID AV / MASONIC AV,-122.4476227968,37.7850837046
2015-05-03 10:52:00,LARCENY/THEFT,Sunday,BAYVIEW,100 Block of MISSOURI ST,-122.3967754683,37.76447399
2015-05-03 10:52:00,VANDALISM,Sunday,BAYVIEW,100 Block of MISSOURI ST,-122.3967754683,37.76447399
2015-05-03 10:42:00,LARCENY/THEFT,Sunday,INGLESIDE,ALABAMA ST / MONTCALM ST,-122.4104995371,37.7455724045
2015-05-03 10:40:00,LARCENY/THEFT,Sunday,CENTRAL,POLK ST / NORTHPOINT ST,-122.4236583698,37.8052850927
2015-05-03 10:37:00,NON-CRIMINAL,Sunday,PARK,HAIGHT ST / SHRADER ST,-122.4518645526,37.7693505382
2015-05-03 10:35:00,WARRANTS,Sunday,CENTRAL,2700 Block of TAYLOR ST,-122.4156428258,37.8077624945
2015-05-03 10:35:00,LARCENY/THEFT,Sunday,CENTRAL,2700 Block of TAYLOR ST,-122.4156428258,37.8077624945
2015-05-03 10:35:00,OTHER OFFENSES,Sunday,CENTRAL,2700 Block of TAYLOR ST,-122.4156428258,37.8077624945
2015-05-03 10:34:00,NON-CRIMINAL,Sunday,SOUTHERN,100 Block of OTIS ST,-122.4203034825,37.7708968859
2015-05-03 10:30:00,LARCENY/THEFT,Sunday,CENTRAL,CHESTNUT ST / SANSOME ST,-122.4035320801,37.8049688864
2015-05-03 10:26:00,NON-CRIMINAL,Sunday,TENDERLOIN,200 Block of MASON ST,-122.4095237407,37.7857602955
2015-05-03 10:15:00,SEX OFFENSES FORCIBLE,Sunday,NORTHERN,900 Block of FULTON ST,-122.4324014906,37.7775389065
2015-05-03 10:13:00,OTHER OFFENSES,Sunday,BAYVIEW,INGALLS ST / OAKDALE AV,-122.3828889871,37.7303429364
2015-05-03 10:00:00,NON-CRIMINAL,Sunday,NORTHERN,2700 Block of VANNESS AV,-122.4246212983,37.8008471614
2015-05-03 10:00:00,SUSPICIOUS OCC,Sunday,NORTHERN,2700 Block of VANNESS AV,-122.4246212983,37.8008471614
2015-05-03 10:00:00,BURGLARY,Sunday,SOUTHERN,100 Block of 2ND ST,-122.399071685,37.7873528672
2015-05-03 10:00:00,NON-CRIMINAL,Sunday,CENTRAL,1300 Block of COLUMBUS AV,-122.4185370747,37.8061515936
2015-05-03 10:00:00,LARCENY/THEFT,Sunday,CENTRAL,700 Block of JONES ST,-122.4133206325,37.7878471402
2015-05-03 10:00:00,LARCENY/THEFT,Sunday,NORTHERN,BAKER ST / JEFFERSON ST,-122.4470999364,37.8042164176
2015-05-03 09:55:00,NON-CRIMINAL,Sunday,PARK,BEULAH ST / SHRADER ST,-122.4514876212,37.7675163303
2015-05-03 09:50:00,LARCENY/THEFT,Sunday,TENDERLOIN,200 Block of GOLDEN GATE AV,-122.4143020525,37.7818633169
2015-05-03 09:45:00,LARCENY/THEFT,Sunday,SOUTHERN,800 Block of BRANNAN ST,-122.4043850423,37.772195819
2015-05-03 09:30:00,NON-CRIMINAL,Sunday,TENDERLOIN,OFARRELL ST / TAYLOR ST,-122.4113283693,37.785996305
2015-05-03 09:23:00,NON-CRIMINAL,Sunday,SOUTHERN,100 Block of 6TH ST,-122.4073764639,37.779989262
2015-05-03 09:19:00,DRUG/NARCOTIC,Sunday,MISSION,SHOTWELL ST / 19TH ST,-122.4159298495,37.7604330004
2015-05-03 09:19:00,WARRANTS,Sunday,MISSION,SHOTWELL ST / 19TH ST,-122.4159298495,37.7604330004
2015-05-03 09:12:00,WARRANTS,Sunday,TENDERLOIN,OFARRELL ST / POWELL ST,-122.4080404749,37.7864094034
2015-05-03 09:10:00,NON-CRIMINAL,Sunday,TARAVAL,19TH AV / IRVING ST,-122.4771723708,37.7635584597
2015-05-03 09:10:00,NON-CRIMINAL,Sunday,PARK,1700 Block of WALLER ST,-122.4525403126,37.7683901141
2015-05-03 09:03:00,LARCENY/THEFT,Sunday,TARAVAL,STRATFORD DR / HOLLOWAY AV,-122.4736672841,37.7213661465
2015-05-03 09:00:00,OTHER OFFENSES,Sunday,RICHMOND,2900 Block of BUSH ST,-122.4457451874,37.7855119911
2015-05-03 09:00:00,OTHER OFFENSES,Sunday,BAYVIEW,800 Block of INNES AV,-122.375076694,37.7316771732
2015-05-03 08:50:00,NON-CRIMINAL,Sunday,CENTRAL,600 Block of FRANCISCO ST,-122.4163632969,37.8042620997
2015-05-03 08:50:00,SUSPICIOUS OCC,Sunday,BAYVIEW,600 Block of ILLINOIS ST,-122.3879236226,37.7637269223
2015-05-03 08:50:00,SUSPICIOUS OCC,Sunday,BAYVIEW,600 Block of ILLINOIS ST,-122.3879236226,37.7637269223
2015-05-03 08:37:00,VANDALISM,Sunday,CENTRAL,1300 Block of STOCKTON ST,-122.4086469422,37.7981171267
2015-05-03 08:15:00,OTHER OFFENSES,Sunday,TENDERLOIN,200 Block of POWELL ST,-122.4082016573,37.7868849113
2015-05-03 08:12:00,WARRANTS,Sunday,INGLESIDE,0 Block of NAPLES ST,-122.4258491622,37.7278331955
2015-05-03 08:12:00,NON-CRIMINAL,Sunday,INGLESIDE,0 Block of NAPLES ST,-122.4258491622,37.7278331955
2015-05-03 08:00:00,LARCENY/THEFT,Sunday,MISSION,1500 Block of BRYANT ST,-122.4107380973,37.7675243088
2015-05-03 08:00:00,OTHER OFFENSES,Sunday,SOUTHERN,200 Block of KING ST,-122.3931106407,37.777310322
2015-05-03 07:32:00,NON-CRIMINAL,Sunday,SOUTHERN,500 Block of 5TH ST,-122.3999811112,37.7776242389
2015-05-03 07:30:00,LARCENY/THEFT,Sunday,CENTRAL,100 Block of PACIFIC AV,-122.3985844869,37.7979862806
2015-05-03 07:30:00,LARCENY/THEFT,Sunday,SOUTHERN,200 Block of CLARA ST,-122.40346408,37.7785233776
2015-05-03 07:30:00,SUSPICIOUS OCC,Sunday,TARAVAL,ULLOA ST / ALLSTON WY,-122.4619109903,37.7408187362
2015-05-03 07:15:00,NON-CRIMINAL,Sunday,TARAVAL,2000 Block of 17TH AV,-122.4739401652,37.7496570398
2015-05-03 07:00:00,OTHER OFFENSES,Sunday,RICHMOND,100 Block of 25TH AV,-122.4852834928,37.7866578655
2015-05-03 06:30:00,NON-CRIMINAL,Sunday,PARK,TWINPEAKS BL / PORTOLA DR,-122.4508522114,37.7458259931
2015-05-03 06:00:00,ASSAULT,Sunday,INGLESIDE,400 Block of FRANCONIA ST,-122.4080622653,37.7427198978
2015-05-03 05:30:00,ROBBERY,Sunday,INGLESIDE,0 Block of OCEAN AV,-122.4359487906,37.7239005113
2015-05-03 05:30:00,FRAUD,Sunday,INGLESIDE,0 Block of OCEAN AV,-122.4359487906,37.7239005113
2015-05-03 05:15:00,ROBBERY,Sunday,SOUTHERN,0 Block of MERLIN ST,-122.4017172031,37.7781492039
2015-05-03 04:04:00,NON-CRIMINAL,Sunday,MISSION,24TH ST / CAPP ST,-122.4173601395,37.752306317
2015-05-03 03:55:00,ROBBERY,Sunday,CENTRAL,200 Block of SUTTER ST,-122.4040139435,37.7897518225
2015-05-03 03:30:00,ASSAULT,Sunday,CENTRAL,1000 Block of KEARNY ST,-122.4055247968,37.7977714997
2015-05-03 03:30:00,ASSAULT,Sunday,CENTRAL,1000 Block of KEARNY ST,-122.4055247968,37.7977714997
2015-05-03 03:30:00,ASSAULT,Sunday,CENTRAL,1000 Block of KEARNY ST,-122.4055247968,37.7977714997
2015-05-03 03:17:00,NON-CRIMINAL,Sunday,MISSION,600 Block of VALENCIA ST,-122.4217476505,37.7627436601
2015-05-03 03:05:00,LARCENY/THEFT,Sunday,TENDERLOIN,400 Block of LEAVENWORTH ST,-122.414593832,37.785119984
2015-05-03 03:00:00,ROBBERY,Sunday,TENDERLOIN,300 Block of ELLIS ST,-122.4119657952,37.784914186
2015-05-03 03:00:00,LARCENY/THEFT,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.4034047915,37.7754207067
2015-05-03 02:55:00,NON-CRIMINAL,Sunday,SOUTHERN,500 Block of HOWARD ST,-122.3970324365,37.7878246694
2015-05-03 02:35:00,DRUNKENNESS,Sunday,TARAVAL,700 Block of FONT BL,-122.4835692708,37.7230650557
2015-05-03 02:30:00,SEX OFFENSES FORCIBLE,Sunday,TENDERLOIN,100 Block of TURK ST,-122.4116150754,37.7831614109
2015-05-03 02:30:00,KIDNAPPING,Sunday,TENDERLOIN,100 Block of TURK ST,-122.4116150754,37.7831614109
2015-05-03 02:30:00,LARCENY/THEFT,Sunday,SOUTHERN,400 Block of 6TH ST,-122.4036714422,37.7770324436
2015-05-03 02:30:00,SEX OFFENSES FORCIBLE,Sunday,TENDERLOIN,100 Block of TURK ST,-122.4116150754,37.7831614109
2015-05-03 02:30:00,LARCENY/THEFT,Sunday,SOUTHERN,9TH ST / BRANNAN ST,-122.4070042552,37.7700491096
2015-05-03 02:28:00,NON-CRIMINAL,Sunday,MISSION,17TH ST / VALENCIA ST,-122.4217337678,37.7632996946
2015-05-03 02:25:00,LARCENY/THEFT,Sunday,NORTHERN,POLK ST / CEDAR ST,-122.4198349386,37.7863580363
2015-05-03 02:17:00,OTHER OFFENSES,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.4028490796,37.7758599616
2015-05-03 02:17:00,DRIVING UNDER THE INFLUENCE,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.4028490796,37.7758599616
2015-05-03 02:17:00,OTHER OFFENSES,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.4028490796,37.7758599616
2015-05-03 02:15:00,ASSAULT,Sunday,MISSION,3500 Block of 19TH ST,-122.4218675875,37.7601296511
2015-05-03 02:02:00,NON-CRIMINAL,Sunday,SOUTHERN,0 Block of 6TH ST,-122.4095043094,37.7815262717
2015-05-03 02:00:00,OTHER OFFENSES,Sunday,BAYVIEW,500 Block of SELBY ST,-122.3959706167,37.7439242542
2015-05-03 02:00:00,VANDALISM,Sunday,TARAVAL,2000 Block of 43RD AV,-122.5019317862,37.7484225786
2015-05-03 02:00:00,NON-CRIMINAL,Sunday,CENTRAL,LARKIN ST / GEARY ST,-122.4180907667,37.7861007452
2015-05-03 02:00:00,VANDALISM,Sunday,TARAVAL,25TH AV / OCEAN AV,-122.4809903501,37.7324701147
2015-05-03 01:59:00,ASSAULT,Sunday,INGLESIDE,4600 Block of MISSION ST,-122.4351616408,37.7243102435
2015-05-03 01:52:00,SECONDARY CODES,Sunday,CENTRAL,700 Block of SUTTER ST,-122.4127403227,37.788755111
2015-05-03 01:52:00,ASSAULT,Sunday,CENTRAL,700 Block of SUTTER ST,-122.4127403227,37.788755111
2015-05-03 01:51:00,OTHER OFFENSES,Sunday,BAYVIEW,EVANS AV / NAPOLEON ST,-122.3960101544,37.7472622922
2015-05-03 01:51:00,ASSAULT,Sunday,BAYVIEW,EVANS AV / NAPOLEON ST,-122.3960101544,37.7472622922
2015-05-03 01:51:00,ASSAULT,Sunday,BAYVIEW,EVANS AV / NAPOLEON ST,-122.3960101544,37.7472622922
2015-05-03 01:45:00,ROBBERY,Sunday,SOUTHERN,100 Block of 6TH ST,-122.4083685793,37.7807784254
2015-05-03 01:45:00,ASSAULT,Sunday,SOUTHERN,100 Block of 6TH ST,-122.4083685793,37.7807784254
2015-05-03 01:45:00,ROBBERY,Sunday,BAYVIEW,SELBY ST / GALVEZ AV,-122.3951752725,37.7449106282
2015-05-03 01:44:00,LARCENY/THEFT,Sunday,SOUTHERN,LAPU-LAPU ST / RIZAL ST,-122.3988823841,37.7822226459
2015-05-03 01:31:00,NON-CRIMINAL,Sunday,INGLESIDE,500 Block of ROLPH ST,-122.4329973486,37.7119787358
2015-05-03 01:30:00,LARCENY/THEFT,Sunday,INGLESIDE,300 Block of LOSPALMOS DR,-122.4506762613,37.7354008336
2015-05-03 01:00:00,VANDALISM,Sunday,NORTHERN,2100 Block of LOMBARD ST,-122.4368633376,37.799619969
2015-05-03 01:00:00,LARCENY/THEFT,Sunday,CENTRAL,400 Block of MASON ST,-122.4099253284,37.787764099
2015-05-03 01:00:00,LARCENY/THEFT,Sunday,TARAVAL,1900 Block of 20TH AV,-122.4772787811,37.7513811751
2015-05-03 01:00:00,LARCENY/THEFT,Sunday,TARAVAL,0 Block of MIDDLEFIELD DR,-122.4862692086,37.7331999479
2015-05-03 01:00:00,ROBBERY,Sunday,INGLESIDE,SUNNYDALE AV / HAHN ST,-122.4160002279,37.7119155438
2015-05-03 00:58:00,ASSAULT,Sunday,TENDERLOIN,100 Block of ELLIS ST,-122.408270724,37.7854941424
2015-05-03 00:58:00,SUSPICIOUS OCC,Sunday,TENDERLOIN,100 Block of ELLIS ST,-122.408270724,37.7854941424
2015-05-03 00:55:00,VANDALISM,Sunday,TARAVAL,9TH AV / IRVING ST,-122.4663096682,37.7640368477
2015-05-03 00:40:00,KIDNAPPING,Sunday,CENTRAL,900 Block of HYDE ST,-122.4170442926,37.7895952774
2015-05-03 00:40:00,TRESPASS,Sunday,NORTHERN,2100 Block of JACKSON ST,-122.430470838,37.793045772
2015-05-03 00:40:00,BURGLARY,Sunday,NORTHERN,2100 Block of JACKSON ST,-122.430470838,37.793045772
2015-05-03 00:40:00,SEX OFFENSES FORCIBLE,Sunday,CENTRAL,900 Block of HYDE ST,-122.4170442926,37.7895952774
2015-05-03 00:39:00,SUSPICIOUS OCC,Sunday,INGLESIDE,500 Block of FRANCONIA ST,-122.408153166,37.7417759604
2015-05-03 00:30:00,LARCENY/THEFT,Sunday,NORTHERN,3100 Block of FILLMORE ST,-122.4357510183,37.7987282179
2015-05-03 00:30:00,LARCENY/THEFT,Sunday,RICHMOND,600 Block of 10TH AV,-122.4682933142,37.7760854907
2015-05-03 00:30:00,ASSAULT,Sunday,SOUTHERN,100 Block of RUSS ST,-122.4075321925,37.7781942181
2015-05-03 00:20:00,OTHER OFFENSES,Sunday,TARAVAL,19TH AV / HOLLOWAY AV,-122.4752221899,37.721057146
2015-05-03 00:17:00,OTHER OFFENSES,Sunday,BAYVIEW,3RD ST / CESAR CHAVEZ ST,-122.3875867808,37.7502652919
2015-05-03 00:15:00,NON-CRIMINAL,Sunday,MISSION,3100 Block of 16TH ST,-122.423637302,37.7648666651
2015-05-03 00:15:00,LARCENY/THEFT,Sunday,SOUTHERN,FREELON ST / 4TH ST,-122.3970666985,37.7787523253
2015-05-03 00:09:00,ASSAULT,Sunday,BAYVIEW,0 Block of SOMERSET ST,-122.4093266845,37.7307118079
2015-05-03 00:09:00,DRUNKENNESS,Sunday,TARAVAL,200 Block of ARBALLO DR,-122.4825717306,37.7214219003
2015-05-03 00:09:00,ASSAULT,Sunday,BAYVIEW,0 Block of SOMERSET ST,-122.4093266845,37.7307118079
2015-05-03 00:08:00,VANDALISM,Sunday,MISSION,2300 Block of FOLSOM ST,-122.4146955148,37.7596861764
2015-05-03 00:05:00,VANDALISM,Sunday,BAYVIEW,300 Block of BAY SHORE BL,-122.4068251837,37.7410549815
2015-05-03 00:05:00,SUSPICIOUS OCC,Sunday,BAYVIEW,300 Block of BAY SHORE BL,-122.4068251837,37.7410549815
2015-05-03 00:04:00,OTHER OFFENSES,Sunday,BAYVIEW,SHAFTER AV / INGALLS ST,-122.3851224916,37.7278597169
2015-05-03 00:02:00,LARCENY/THEFT,Sunday,NORTHERN,1900 Block of UNION ST,-122.4318099473,37.7975014781
2015-05-03 00:01:00,LARCENY/THEFT,Sunday,SOUTHERN,1200 Block of MARKET ST,-122.4154441599,37.7780245675
2015-05-03 00:01:00,FRAUD,Sunday,NORTHERN,3500 Block of DIVISADERO ST,-122.4433886669,37.8023064973
2015-05-03 00:01:00,BURGLARY,Sunday,MISSION,2100 Block of HARRISON ST,-122.412881694,37.7634857575
2015-05-03 00:01:00,LARCENY/THEFT,Sunday,TARAVAL,0 Block of AERIAL WY,-122.4687742115,37.7531283905
2015-05-03 00:01:00,LARCENY/THEFT,Sunday,TARAVAL,3000 Block of RIVERA ST,-122.4990032409,37.7458169153
2015-05-03 00:01:00,OTHER OFFENSES,Sunday,NORTHERN,3500 Block of DIVISADERO ST,-122.4433886669,37.8023064973
2015-05-03 00:01:00,LARCENY/THEFT,Sunday,TENDERLOIN,POWELL ST / GEARY ST,-122.4082310263,37.787359495
2015-05-03 00:01:00,LARCENY/THEFT,Sunday,NORTHERN,FILLMORE ST / LAUSSAT ST,-122.4303551394,37.7716385749
2015-05-03 00:01:00,LARCENY/THEFT,Sunday,NORTHERN,FRANKLIN ST / POST ST,-122.4232176739,37.7864017954
2015-05-02 23:59:00,VEHICLE THEFT,Saturday,CENTRAL,NORTHPOINT ST / POWELL ST,-122.4121433106,37.8067579023
2015-05-02 23:45:00,OTHER OFFENSES,Saturday,BAYVIEW,1900 Block of INGALLS ST,-122.385911003,37.7268819161
2015-05-02 23:30:00,LARCENY/THEFT,Saturday,NORTHERN,600 Block of PAGE ST,-122.4314594848,37.7728780258
2015-05-02 23:30:00,LARCENY/THEFT,Saturday,SOUTHERN,1900 Block of MARKET ST,-122.4256690414,37.7702451976
2015-05-02 23:30:00,ROBBERY,Saturday,SOUTHERN,FOLSOM ST / 2ND ST,-122.3967071505,37.7855429503
2015-05-02 23:19:00,OTHER OFFENSES,Saturday,TARAVAL,3500 Block of 19TH AV,-122.4748294758,37.7239758235
2015-05-02 23:15:00,STOLEN PROPERTY,Saturday,RICHMOND,DIVISADERO ST / PACIFIC AV,-122.4413341831,37.7925107135
2015-05-02 23:15:00,DRUG/NARCOTIC,Saturday,RICHMOND,DIVISADERO ST / PACIFIC AV,-122.4413341831,37.7925107135
2015-05-02 23:15:00,VEHICLE THEFT,Saturday,RICHMOND,DIVISADERO ST / PACIFIC AV,-122.4413341831,37.7925107135
2015-05-02 23:14:00,LARCENY/THEFT,Saturday,CENTRAL,400 Block of MASON ST,-122.4099253284,37.787764099
2015-05-02 23:10:00,ASSAULT,Saturday,BAYVIEW,2400 Block of PHELPS ST,-122.4001305733,37.730092539
2015-05-02 23:10:00,ASSAULT,Saturday,BAYVIEW,2400 Block of PHELPS ST,-122.4001305733,37.730092539
2015-05-02 23:10:00,OTHER OFFENSES,Saturday,BAYVIEW,2400 Block of PHELPS ST,-122.4001305733,37.730092539
2015-05-02 23:10:00,DRIVING UNDER THE INFLUENCE,Saturday,BAYVIEW,WILLIAMS AV / VENUS ST,-122.3980747536,37.7300388291
2015-05-02 23:00:00,LARCENY/THEFT,Saturday,BAYVIEW,1200 Block of SILVER AV,-122.4109233691,37.7307254585
2015-05-02 23:00:00,VANDALISM,Saturday,NORTHERN,1200 Block of SUTTER ST,-122.4209637774,37.7877046349
2015-05-02 23:00:00,LARCENY/THEFT,Saturday,INGLESIDE,100 Block of CRESTAVISTA DR,-122.4542824227,37.7356319147
2015-05-02 23:00:00,LARCENY/THEFT,Saturday,INGLESIDE,100 Block of CRESTAVISTA DR,-122.4542824227,37.7356319147
2015-05-02 23:00:00,OTHER OFFENSES,Saturday,INGLESIDE,200 Block of BROOKDALE AV,-122.4230982702,37.7103045151
2015-05-02 23:00:00,LARCENY/THEFT,Saturday,TARAVAL,2600 Block of 45TH AV,-122.5031524979,37.7371486119
2015-05-02 23:00:00,LARCENY/THEFT,Saturday,NORTHERN,1200 Block of POLK ST,-122.4203269939,37.7884521578
2015-05-02 23:00:00,NON-CRIMINAL,Saturday,NORTHERN,1500 Block of FILLMORE ST,-122.4327438226,37.7838424506
2015-05-02 23:00:00,VANDALISM,Saturday,SOUTHERN,3RD ST / HOWARD ST,-122.4004735802,37.7850290612
2015-05-02 23:00:00,VANDALISM,Saturday,SOUTHERN,MISSION ST / 4TH ST,-122.4042701795,37.7844788539
2015-05-02 23:00:00,NON-CRIMINAL,Saturday,CENTRAL,MASON ST / POST ST,-122.4100598559,37.788082534
2015-05-02 22:35:00,VANDALISM,Saturday,NORTHERN,900 Block of GEARY ST,-122.418940111,37.786049223
2015-05-02 22:31:00,NON-CRIMINAL,Saturday,BAYVIEW,0 Block of DAKOTA ST,-122.3956354362,37.7535645747
2015-05-02 22:30:00,LARCENY/THEFT,Saturday,CENTRAL,500 Block of JACKSON ST,-122.4039801324,37.7964121688
2015-05-02 22:30:00,VEHICLE THEFT,Saturday,MISSION,500 Block of HILL ST,-122.4333882616,37.7554092711
2015-05-02 22:30:00,LARCENY/THEFT,Saturday,SOUTHERN,3RD ST / BRYANT ST,-122.3958482992,37.7813210474
2015-05-02 22:15:00,NON-CRIMINAL,Saturday,TARAVAL,1600 Block of KIRKHAM ST,-122.4784851077,37.759815351
2015-05-02 22:06:00,VEHICLE THEFT,Saturday,TENDERLOIN,200 Block of MASON ST,-122.4095237407,37.7857602955
2015-05-02 22:06:00,DRUG/NARCOTIC,Saturday,TENDERLOIN,200 Block of MASON ST,-122.4095237407,37.7857602955
2015-05-02 22:06:00,OTHER OFFENSES,Saturday,TENDERLOIN,200 Block of MASON ST,-122.4095237407,37.7857602955
2015-05-02 22:00:00,NON-CRIMINAL,Saturday,TENDERLOIN,300 Block of ELLIS ST,-122.4119876436,37.7850226623
2015-05-02 22:00:00,LARCENY/THEFT,Saturday,TARAVAL,3000 Block of 25TH AV,-122.4810149578,37.7317989202
2015-05-02 22:00:00,BURGLARY,Saturday,PARK,1600 Block of PAGE ST,-122.4479717561,37.7708850802
2015-05-02 22:00:00,LARCENY/THEFT,Saturday,NORTHERN,0 Block of SANCHEZ ST,-122.4313428644,37.7684539073
2015-05-02 22:00:00,LARCENY/THEFT,Saturday,MISSION,17TH ST / VALENCIA ST,-122.4217337678,37.7632996946
2015-05-02 22:00:00,VEHICLE THEFT,Saturday,INGLESIDE,DOLORES ST / VALLEY ST,-122.4244612759,37.7446365087
2015-05-02 22:00:00,LARCENY/THEFT,Saturday,NORTHERN,FILBERT ST / FILLMORE ST,-122.4356797865,37.7980205896
2015-05-02 22:00:00,LARCENY/THEFT,Saturday,INGLESIDE,SANCHEZ ST / DUNCAN ST,-122.429117257,37.7459613145
2015-05-02 21:40:00,SUSPICIOUS OCC,Saturday,MISSION,14TH ST / FOLSOM ST,-122.4156163383,37.7685360124
2015-05-02 21:40:00,OTHER OFFENSES,Saturday,CENTRAL,POWELL ST / GREENWICH ST,-122.4112063482,37.8021006194
2015-05-02 21:40:00,ROBBERY,Saturday,MISSION,14TH ST / FOLSOM ST,-122.4156163383,37.7685360124
2015-05-02 21:25:00,ROBBERY,Saturday,BAYVIEW,1400 Block of REVERE AV,-122.3874135402,37.7300399216
2015-05-02 21:15:00,LARCENY/THEFT,Saturday,SOUTHERN,700 Block of MARKET ST,-122.4039191484,37.7871160985
2015-05-02 21:10:00,OTHER OFFENSES,Saturday,SOUTHERN,600 Block of HOWARD ST,-122.3999885212,37.7854873412
2015-05-02 21:10:00,VANDALISM,Saturday,SOUTHERN,MISSION ST / 6TH ST,-122.4087106067,37.7809706722
2015-05-02 21:08:00,VANDALISM,Saturday,INGLESIDE,0 Block of SANTOS ST,-122.4188171951,37.7113157442
2015-05-02 21:00:00,VEHICLE THEFT,Saturday,INGLESIDE,1100 Block of ALEMANY BL,-122.4302199902,37.7307327608
2015-05-02 21:00:00,VEHICLE THEFT,Saturday,MISSION,300 Block of VICKSBURG ST,-122.4285749343,37.7512212105
2015-05-02 21:00:00,VEHICLE THEFT,Saturday,MISSION,300 Block of VICKSBURG ST,-122.4285749343,37.7512212105
2015-05-02 21:00:00,VEHICLE THEFT,Saturday,MISSION,800 Block of CASTRO ST,-122.4345754519,37.7556717173
2015-05-02 21:00:00,NON-CRIMINAL,Saturday,MISSION,3100 Block of 22ND ST,-122.4182156948,37.7554138872
2015-05-02 21:00:00,VANDALISM,Saturday,NORTHERN,2100 Block of VANNESS AV,-122.4234924872,37.7952630265
2015-05-02 21:00:00,LARCENY/THEFT,Saturday,CENTRAL,300 Block of DRUMM ST,-122.3971175532,37.7967952395
2015-05-02 21:00:00,LARCENY/THEFT,Saturday,INGLESIDE,0 Block of KNOTT CT,-122.4412170557,37.7090597471
2015-05-02 21:00:00,VEHICLE THEFT,Saturday,MISSION,17TH ST / SANCHEZ ST,-122.4307262668,37.7627516837
2015-05-02 21:00:00,LARCENY/THEFT,Saturday,TENDERLOIN,FULTON ST / HYDE ST,-122.4151278376,37.7797870676
2015-05-02 21:00:00,LARCENY/THEFT,Saturday,NORTHERN,WEBSTER ST / UNION ST,-122.4338504627,37.7972979492
2015-05-02 21:00:00,LARCENY/THEFT,Saturday,CENTRAL,GRANT AV / PINE ST,-122.405744762,37.7914980828
2015-05-02 21:00:00,LARCENY/THEFT,Saturday,PARK,SCOTT ST / FELL ST,-122.4359433959,37.7742746299
2015-05-02 20:50:00,ASSAULT,Saturday,TENDERLOIN,0 Block of POWELL ST,-122.4078453741,37.785094321
2015-05-02 20:50:00,ROBBERY,Saturday,SOUTHERN,0 Block of BRADY ST,-122.4200706679,37.7725377371
2015-05-02 20:45:00,LARCENY/THEFT,Saturday,NORTHERN,WEBSTER ST / GEARY BL,-122.4312069321,37.784568117
2015-05-02 20:44:00,NON-CRIMINAL,Saturday,TENDERLOIN,GOLDEN GATE AV / HYDE ST,-122.4155082428,37.7816542806
2015-05-02 20:40:00,OTHER OFFENSES,Saturday,SOUTHERN,MISSION ST / STEUART ST,-122.3931858517,37.7932304136
2015-05-02 20:40:00,OTHER OFFENSES,Saturday,SOUTHERN,MISSION ST / STEUART ST,-122.3931858517,37.7932304136
2015-05-02 20:30:00,LARCENY/THEFT,Saturday,NORTHERN,2200 Block of CHESTNUT ST,-122.4398959338,37.8002979847
2015-05-02 20:30:00,NON-CRIMINAL,Saturday,MISSION,1500 Block of BRYANT ST,-122.4106001035,37.7675325594
2015-05-02 20:30:00,VEHICLE THEFT,Saturday,BAYVIEW,2400 Block of SAN BRUNO AV,-122.4048304206,37.7307945919
2015-05-02 20:30:00,SEX OFFENSES FORCIBLE,Saturday,MISSION,MISSION ST / CESAR CHAVEZ ST,-122.4182219462,37.7481664084
